gender,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,passed_course,assess_score_1,assess_score_2,assess_score_3,assess_score_4,assess_score_5
0,3,0,0,0,60,0,0,44,80,97,68,67
1,2,9,2,0,60,0,1,94,96,92,98,98
1,3,3,0,0,90,0,1,89,92,94,95,90
1,1,8,0,0,60,0,0,66,46,43,52,60
1,1,9,0,0,60,0,1,78,82,86,95,75
1,3,6,1,0,60,0,0,80,72,65,65,89
1,0,3,0,0,90,0,1,78,92,100,88,73
1,3,7,0,0,90,0,1,89,78,78,69,69
1,1,5,1,0,90,1,0,82,74,88,68,78
1,1,9,0,0,60,0,1,100,94,90,97,88
1,3,9,0,0,60,0,1,100,92,94,95,77
1,1,6,0,0,60,0,1,56,74,67,82,49
1,0,2,0,0,60,0,1,78,86,86,95,92
1,3,0,1,1,120,0,1,89,98,85,94,96
1,1,8,1,0,30,0,1,78,90,100,60,73
0,2,5,1,0,60,0,1,67,96,94,100,77
1,1,0,1,0,60,0,0,67,74,54,27,77
1,3,2,0,0,60,0,0,67,60,48,93,79
0,3,5,1,0,60,0,1,78,98,94,79,63
0,1,4,0,0,60,1,1,89,90,59,60,72
1,3,9,0,0,90,0,0,76,62,80,66,70
1,1,6,0,0,120,0,1,100,90,89,93,85
1,3,3,0,0,90,0,1,100,100,80,96,73
1,3,9,1,0,60,0,1,100,96,98,95,96
1,1,5,1,0,60,0,0,82,78,54,76,92
0,1,5,0,0,90,0,0,86,74,80,64,77
1,1,6,1,0,60,0,1,86,84,91,91,96
1,3,8,0,0,90,1,0,80,75,87,51,62
1,2,8,1,0,60,0,1,78,90,92,93,88
1,1,1,0,0,90,0,1,89,96,83,69,81
1,3,7,1,0,60,0,0,90,72,87,84,98
1,1,6,0,0,90,0,0,70,88,67,41,56
1,1,9,0,0,150,0,0,90,50,64,68,47
1,2,8,0,0,30,0,1,78,68,81,84,63
0,3,7,0,0,90,0,1,100,96,90,90,96
1,2,7,0,0,30,0,0,89,56,82,57,42
1,3,7,0,0,60,0,1,89,80,81,82,48
1,3,7,0,0,30,0,1,67,76,83,83,83
1,3,3,0,0,60,0,1,84,79,95,87,67
0,3,0,0,0,120,0,1,67,80,86,87,63
1,3,7,1,0,60,0,0,82,80,49,68,78
1,3,1,0,0,30,0,0,67,46,44,23,52
1,1,2,1,0,120,0,0,76,85,86,89,84
1,1,9,0,0,60,0,1,56,68,73,58,69
1,3,4,0,0,90,0,1,78,88,100,60,88
1,3,9,0,0,60,0,0,22,90,83,45,65
1,3,8,1,0,60,0,1,100,100,89,100,81
1,3,6,0,0,30,0,1,100,100,100,97,98
1,1,9,0,0,60,0,1,89,92,93,95,100
1,2,8,1,0,90,0,1,100,96,98,100,85
0,3,1,1,0,60,0,0,78,66,69,55,77
1,3,6,0,0,60,0,1,100,86,98,78,73
1,2,4,0,0,30,0,1,100,98,100,95,92
1,2,6,1,0,60,0,1,89,88,98,91,100
1,2,1,0,0,90,0,1,100,88,66,90,42
1,1,8,0,0,60,0,0,90,86,93,70,49
0,2,4,1,0,60,0,0,84,92,77,86,82
1,1,3,0,0,60,0,0,22,56,43,37,29
1,1,0,0,0,90,0,0,79,87,95,88,76
0,1,5,0,0,60,0,0,89,76,87,72,46
1,1,1,0,0,60,0,1,67,92,66,74,75
1,1,3,0,0,60,0,1,78,90,89,95,82
1,4,2,1,0,60,0,1,89,100,94,100,95
1,3,7,0,0,90,0,0,84,84,74,81,87
1,3,1,0,0,60,0,0,90,28,92,87,89
1,3,6,0,0,60,0,1,89,96,81,78,73
1,1,6,0,0,60,0,1,78,94,89,84,65
1,2,3,0,0,120,0,1,78,70,72,64,65
0,3,5,1,0,30,0,1,78,72,66,78,69
1,1,3,0,0,60,0,1,56,76,84,52,60
1,3,5,0,0,90,1,0,82,96,88,74,75
1,3,3,0,0,90,0,1,89,100,83,87,96
1,3,6,0,0,60,1,1,78,86,83,84,73
1,1,6,1,0,60,0,0,56,84,69,76,56
1,3,3,0,0,90,0,0,88,68,63,69,85
0,3,5,0,0,60,0,1,89,92,89,83,78
1,1,4,0,1,120,0,0,67,70,87,76,54
1,2,6,1,0,60,0,0,89,88,77,66,54
1,3,3,0,0,60,0,1,78,94,88,92,90
0,3,6,0,0,90,0,1,78,94,81,87,77
1,3,8,0,0,60,1,0,84,82,68,73,89
1,3,3,0,0,30,0,0,56,80,53,70,34
1,3,5,0,0,30,0,1,60,74,51,83,67
1,3,9,0,0,30,0,1,89,100,89,96,83
1,2,3,1,0,60,0,1,100,96,98,90,98
1,3,3,1,0,60,0,1,100,94,81,93,81
0,3,3,0,0,30,0,0,82,80,84,35,86
0,3,1,0,0,60,0,1,48,81,43,80,70
1,3,3,0,0,60,0,0,96,93,99,69,14
1,1,6,0,0,90,0,0,56,92,73,81,32
1,2,2,1,0,30,0,0,67,50,84,31,46
1,3,8,0,0,30,0,0,67,86,86,53,63
1,1,5,0,0,90,1,0,78,80,61,72,41
1,1,7,1,0,60,0,1,56,84,79,68,71
1,3,9,0,0,60,0,1,100,90,100,80,94
1,3,6,1,0,90,0,1,78,94,86,95,100
1,3,7,0,0,30,0,1,78,66,76,57,56
1,1,0,0,0,60,0,1,67,56,87,57,56
1,1,0,0,0,60,0,1,89,86,93,83,89
1,3,7,0,0,60,0,1,78,84,85,90,81
0,1,3,1,0,180,0,0,67,82,77,69,28
1,3,7,1,0,60,0,1,100,100,100,98,96
1,3,3,0,0,30,0,0,89,94,82,81,78
1,3,4,0,0,60,0,1,100,84,79,79,74
0,3,2,1,0,60,0,0,67,94,94,76,52
1,3,3,1,0,60,0,0,91,90,92,91,88
1,2,5,1,0,120,0,0,92,90,89,87,96
1,3,3,0,0,60,0,1,89,84,83,84,56
1,2,9,0,0,60,0,0,56,76,100,45,75
1,3,2,1,0,30,0,0,100,88,92,35,46
1,3,6,0,0,30,0,1,78,68,87,76,51
1,3,3,0,0,120,0,1,100,94,79,32,75
0,2,8,1,0,120,0,1,86,44,42,53,100
1,1,8,0,0,60,1,0,67,9,29,42,76
0,1,8,1,0,60,0,1,100,98,100,99,100
0,3,6,0,0,30,0,0,87,80,85,48,57
1,2,3,0,0,60,0,1,89,98,93,94,92
1,2,2,0,0,90,0,0,75,95,80,66,37
0,1,2,1,0,30,0,0,89,66,49,47,52
1,2,2,0,0,30,0,1,78,92,91,92,88
1,1,5,0,0,90,1,0,67,68,75,78,66
0,1,5,0,0,60,0,0,56,68,58,15,23
1,3,5,1,0,60,1,1,89,88,76,82,67
0,2,5,1,0,30,0,1,78,98,98,92,75
0,3,7,0,0,60,0,1,78,94,73,82,56
0,3,0,0,0,30,0,1,56,74,92,87,69
1,3,4,0,0,90,0,1,84,91,60,90,96
0,3,6,1,0,60,1,0,73,82,91,64,78
1,2,4,1,0,30,0,0,67,54,53,66,44
1,3,8,0,0,60,0,1,33,86,83,76,85
1,3,3,0,0,30,0,0,67,44,54,18,23
1,1,2,0,0,30,0,1,89,98,100,96,100
1,2,3,0,0,120,0,0,80,80,78,86,87
1,3,4,0,0,30,0,1,64,64,49,83,60
1,3,5,0,0,60,0,1,100,100,93,97,88
1,3,5,0,0,60,1,1,44,78,87,56,67
1,1,1,1,0,90,0,0,92,92,92,89,97
1,3,7,0,0,60,0,1,67,100,98,90,73
0,3,8,0,0,60,0,1,89,88,94,92,88
1,3,9,0,0,60,0,1,89,98,80,92,73
1,3,5,0,0,90,0,1,89,80,92,51,51
1,2,3,1,0,90,0,0,84,58,73,62,84
1,3,2,0,0,60,0,0,56,84,67,82,73
0,3,3,1,0,90,1,1,100,96,89,89,88
1,3,0,1,0,60,0,1,100,90,100,91,88
0,3,8,0,0,120,0,1,89,86,58,67,79
1,3,7,0,0,60,0,1,89,96,87,94,83
1,2,0,0,0,60,0,1,78,94,72,85,63
1,3,6,0,0,60,0,1,89,82,69,90,71
1,3,6,0,0,60,0,1,89,88,85,77,75
1,1,9,1,0,30,0,1,72,69,87,89,55
0,3,8,0,0,60,0,1,100,90,69,84,63
1,3,3,0,0,30,0,1,78,70,92,85,83
1,3,2,0,0,120,0,0,84,68,64,69,66
1,2,8,1,0,30,0,1,67,92,94,71,90
1,3,3,1,0,60,0,1,22,80,38,50,58
1,3,7,0,0,60,0,1,89,94,73,97,79
1,3,6,0,0,120,1,1,89,82,90,71,81
1,2,9,0,0,60,0,1,100,96,97,97,98
1,1,9,0,0,60,0,0,56,68,93,76,96
1,2,8,1,0,30,0,0,78,74,94,86,88
1,2,3,0,0,60,0,0,82,74,77,75,87
1,3,7,1,0,60,0,1,78,70,65,69,73
1,3,8,0,0,60,0,1,78,92,89,97,96
0,1,8,0,0,60,0,1,88,86,92,86,83
1,1,7,1,0,60,0,0,67,76,94,71,92
1,3,4,1,0,60,0,1,89,78,92,64,75
0,3,4,0,0,60,0,1,78,72,91,67,63
1,3,8,0,0,30,0,0,56,64,78,45,76
1,3,6,0,0,60,0,0,89,82,94,59,57
0,1,6,0,0,120,1,0,64,78,72,60,77
1,3,4,0,0,60,0,0,78,62,31,13,54
1,3,1,0,0,60,0,1,100,90,92,92,92
1,3,2,0,0,60,1,1,100,92,94,90,96
0,2,5,1,0,60,0,1,100,100,100,98,96
0,2,5,0,0,60,0,0,90,85,98,89,91
0,1,2,0,0,60,0,1,78,94,69,94,72
1,2,3,0,0,60,0,1,89,92,94,66,54
1,3,2,0,0,90,1,0,79,95,92,60,82
0,3,3,0,0,60,1,1,96,96,98,97,90
1,3,4,0,0,30,0,1,78,78,90,94,82
1,3,5,0,0,90,0,1,11,88,92,83,78
0,3,4,0,0,60,0,1,78,96,73,85,92
1,3,2,0,0,90,0,0,84,84,81,76,89
1,3,5,1,0,90,0,0,89,82,77,61,56
1,3,2,0,0,90,1,1,89,86,100,83,94
1,2,6,0,0,60,0,1,96,88,93,86,84
0,2,8,0,0,90,0,1,100,96,100,93,88
1,3,2,0,0,60,0,0,76,84,95,97,80
0,3,7,1,0,90,0,1,100,90,92,88,92
1,4,9,0,0,60,0,1,89,96,93,82,65
1,3,4,0,0,60,0,1,89,70,70,67,54
0,3,1,0,0,120,0,0,78,98,88,98,90
1,2,7,0,0,120,0,0,70,54,73,37,15
0,3,9,0,0,120,0,1,78,81,87,79,80
1,3,7,1,0,90,0,0,90,98,95,91,88
1,3,7,0,0,30,0,1,100,100,97,87,71
1,1,2,0,0,90,0,0,78,80,45,55,74
1,1,1,0,0,60,1,0,89,66,34,52,7
1,1,6,0,0,60,0,0,94,92,89,88,96
0,2,4,1,0,60,0,1,100,98,100,97,88
0,2,2,1,0,60,0,0,88,89,91,95,75
0,1,7,0,0,90,0,1,89,90,89,84,77
1,2,3,0,0,90,0,1,100,98,98,94,92
1,2,1,0,0,120,0,1,100,94,96,87,98
1,3,9,0,0,60,0,1,89,100,100,98,100
1,3,5,0,0,60,0,0,33,48,56,53,17
1,3,5,0,0,60,0,1,78,80,96,89,85
1,3,6,0,0,60,0,0,99,100,100,99,100
1,3,5,0,0,120,0,0,34,22,30,45,15
1,3,6,1,0,60,0,1,89,76,77,36,81
1,3,6,0,0,90,0,1,100,90,94,84,81
1,3,5,1,0,60,0,1,89,98,89,96,90
1,3,1,0,0,60,0,1,78,70,86,88,75
0,3,9,0,1,60,0,1,44,68,61,48,42
1,3,9,0,0,30,0,1,100,58,89,55,83
1,4,9,1,0,60,0,1,100,98,97,97,96
1,1,1,1,0,60,0,1,100,98,100,92,90
1,2,7,0,0,60,0,1,44,80,83,58,63
0,2,3,0,0,60,0,1,67,58,84,54,60
1,3,5,0,0,30,0,1,56,80,78,79,76
1,2,2,0,0,60,0,0,91,92,93,65,56
0,2,8,0,0,90,0,1,100,84,87,83,52
1,2,3,1,0,60,0,0,56,64,41,8,13
1,3,1,1,0,30,0,1,89,90,70,80,64
1,3,8,1,0,60,0,1,100,96,98,97,83
1,3,5,0,0,60,0,1,89,94,93,88,83
1,3,2,0,0,60,0,1,100,84,81,76,71
0,3,3,1,0,60,0,1,89,100,85,95,100
1,1,4,0,0,60,0,0,78,70,66,59,60
1,3,3,0,0,60,0,1,100,96,94,96,83
0,1,8,0,0,90,0,0,94,92,83,77,100
1,3,9,0,0,60,0,1,89,96,100,92,85
1,1,6,0,0,180,0,0,94,92,92,95,93
1,1,1,1,0,60,0,1,78,74,81,50,58
1,1,2,1,0,60,0,1,89,86,100,94,96
1,3,9,0,1,120,0,1,89,94,84,70,77
1,3,0,0,0,60,0,1,89,94,81,89,98
1,3,9,0,0,60,0,0,56,70,80,53,67
1,2,9,1,0,60,0,1,94,96,100,97,98
1,3,6,0,0,60,0,1,100,98,100,97,93
1,1,8,0,0,90,0,1,44,70,56,66,57
1,3,6,0,0,30,0,0,56,70,87,76,50
1,2,9,0,0,60,1,0,89,92,61,59,69
1,3,5,0,0,30,0,1,78,70,62,67,56
1,1,3,0,0,60,0,1,100,94,79,92,96
0,1,3,0,0,60,0,1,89,94,83,98,92
1,2,5,1,0,30,0,0,79,37,84,82,87
1,2,8,0,0,30,0,1,78,54,87,55,81
0,3,1,0,0,120,0,0,71,76,84,60,22
1,1,6,0,0,60,1,1,100,100,91,82,88
0,1,5,0,0,150,0,0,65,90,65,68,64
0,3,6,0,0,90,0,1,100,98,100,92,79
1,1,3,1,0,90,0,0,78,81,35,54,22
1,2,9,1,0,90,0,0,80,56,82,17,70
0,3,3,1,0,60,0,1,78,84,98,89,81
1,2,6,1,0,60,0,1,89,98,94,99,100
0,1,2,0,0,30,0,0,69,62,54,63,65
1,2,9,0,0,60,0,1,67,72,60,66,77
1,3,7,0,0,30,1,1,100,78,94,79,79
1,1,2,0,0,60,0,1,78,80,74,86,47
1,1,8,0,0,60,0,1,86,92,75,71,79
1,3,4,0,0,90,0,1,100,100,93,98,90
0,3,2,0,0,150,0,1,100,68,87,58,85
1,1,0,0,0,60,0,1,78,98,87,94,85
1,3,0,0,0,60,0,0,22,50,22,33,85
1,3,0,0,0,60,0,1,78,86,76,94,81
0,3,3,0,0,150,0,1,56,68,66,84,67
1,1,1,0,0,60,0,1,100,100,93,88,83
1,1,2,0,0,60,0,0,69,70,78,27,24
1,2,0,0,0,60,1,1,89,92,83,92,79
1,2,8,0,0,60,0,1,67,92,94,89,92
1,2,9,0,0,30,0,1,56,64,58,44,43
1,1,3,0,0,30,0,0,86,77,93,70,38
0,3,9,0,0,90,1,0,87,92,88,85,90
0,2,0,0,0,30,0,1,89,86,90,80,69
1,1,6,0,0,30,0,1,89,98,87,96,83
1,1,2,0,0,30,0,0,44,81,71,38,59
1,3,8,1,0,60,0,1,78,93,92,94,92
1,1,2,0,0,60,0,0,67,86,79,72,58
1,3,8,0,0,120,1,1,78,82,67,53,85
1,3,7,0,0,30,0,1,11,80,89,76,92
1,3,5,0,0,30,0,1,100,86,96,89,92
1,3,5,0,0,60,0,0,67,62,57,58,57
1,3,1,0,0,30,0,0,78,70,40,55,44
1,3,0,0,0,120,0,1,78,62,57,52,54
1,1,1,0,0,120,1,0,70,95,85,83,98
0,1,5,0,0,30,0,1,78,90,90,84,71
1,3,7,0,0,120,1,1,100,94,93,91,86
1,1,1,1,0,90,1,0,57,68,82,55,30
1,1,2,0,0,60,0,0,79,77,81,81,49
1,3,7,0,0,30,0,1,56,82,84,83,65
1,1,9,0,0,60,1,1,56,76,68,65,73
1,2,6,1,0,60,0,1,100,100,100,99,88
1,1,5,0,0,60,0,1,89,87,81,82,85
1,3,5,0,0,30,0,1,89,76,94,39,40
1,3,5,0,0,60,0,0,95,95,98,97,82
1,3,6,0,0,30,0,1,89,70,92,63,79
1,1,4,0,0,60,0,0,67,84,63,17,29
1,3,0,0,0,60,0,1,100,80,100,96,96
0,1,4,0,0,60,0,1,100,100,100,98,100
1,2,1,0,0,60,0,0,56,66,70,37,42
1,1,0,1,0,60,0,1,89,94,83,90,70
1,3,4,0,0,60,0,0,78,88,57,66,58
1,2,2,0,0,60,0,1,67,88,94,76,85
0,3,5,1,0,120,0,1,78,98,94,0,84
0,3,6,0,0,120,0,0,89,94,93,0,80
1,3,2,0,0,60,0,1,78,94,94,73,27
1,2,6,1,0,60,0,1,89,92,100,96,90
1,1,1,0,0,60,0,1,89,90,94,96,90
1,2,5,0,0,60,0,1,89,98,93,93,48
1,2,5,0,0,120,0,1,89,98,100,100,96
1,1,6,1,0,60,0,1,100,90,84,84,78
1,2,3,0,0,30,0,0,78,72,84,82,65
1,3,9,0,0,60,0,1,100,94,90,88,92
1,4,2,1,0,90,0,1,100,100,100,100,100
0,1,4,0,0,30,0,1,78,72,65,82,52
0,3,3,0,1,60,0,1,100,88,19,81,96
1,2,7,0,0,60,0,1,89,98,100,93,100
1,3,7,0,0,60,0,0,94,96,95,97,98
1,3,0,0,0,90,0,0,100,82,93,71,88
1,1,0,0,0,90,0,0,88,86,85,85,87
0,3,9,0,0,120,0,1,67,80,81,63,71
1,2,6,1,0,30,0,1,56,92,78,91,75
1,3,8,1,0,30,0,1,89,94,80,79,79
1,1,3,0,0,60,1,1,89,94,20,98,96
0,3,7,0,0,30,0,1,89,92,89,96,96
0,1,6,0,0,60,0,0,89,88,84,87,92
1,4,8,1,0,30,0,1,89,92,100,94,92
1,3,3,0,0,30,0,0,68,68,89,66,76
1,3,7,1,0,30,0,1,89,100,89,97,86
1,2,4,1,0,60,0,1,78,84,83,89,81
1,3,9,0,0,180,0,0,96,80,82,43,79
0,1,7,0,0,90,0,0,94,72,64,46,69
1,4,6,1,0,60,0,1,100,100,100,97,100
0,4,2,1,0,60,0,0,68,82,77,81,81
1,3,5,0,0,120,0,1,89,83,78,92,65
1,1,2,0,0,60,0,1,89,60,19,56,42
1,3,4,0,0,90,0,0,89,96,83,71,75
1,3,1,0,0,30,0,0,78,68,87,24,63
1,3,5,1,0,30,0,1,78,62,91,45,81
1,3,4,0,0,30,0,1,67,76,69,88,75
1,1,5,0,0,60,0,0,82,80,85,86,90
0,3,5,0,0,60,0,1,56,88,64,84,83
1,2,6,0,0,90,0,0,90,92,97,96,95
1,2,6,0,0,60,0,1,78,76,81,72,85
1,3,9,0,0,60,0,1,100,96,86,82,94
1,2,9,0,0,120,0,1,100,96,100,89,96
1,3,8,0,0,60,0,1,100,82,94,53,83
1,1,0,0,0,60,0,0,89,58,81,65,63
1,3,2,0,0,60,0,1,22,70,60,64,60
1,3,7,0,0,60,0,0,67,83,78,69,29
1,3,9,0,0,60,0,1,44,64,65,58,58
1,3,5,0,0,30,0,1,100,98,100,99,96
0,3,9,0,0,90,0,1,100,98,100,95,96
1,3,1,0,0,30,0,1,67,70,82,61,75
1,4,6,1,0,60,0,1,100,98,100,95,100
1,1,2,0,0,90,0,1,78,96,94,75,100
1,3,6,0,0,120,0,1,89,91,75,84,79
1,2,4,0,0,150,0,1,100,100,100,99,92
1,2,3,0,0,60,1,1,78,82,78,70,67
1,3,9,0,0,90,0,0,56,60,47,51,47
1,2,8,0,0,120,0,1,89,96,95,99,100
1,3,3,0,0,60,0,1,89,96,100,98,88
0,3,4,0,0,120,0,1,78,86,86,75,92
1,3,1,0,0,60,0,1,78,96,81,92,79
0,3,8,0,0,150,0,0,56,72,50,66,42
1,1,1,0,0,150,1,1,78,68,92,46,98
1,3,3,0,0,60,0,0,67,58,56,35,33
1,3,7,0,0,120,0,1,89,70,79,56,75
1,3,5,0,0,120,0,0,78,66,81,40,82
0,1,1,0,0,30,0,1,89,88,100,81,88
1,1,7,1,0,60,0,1,100,92,94,95,67
0,3,1,0,0,90,0,1,78,88,85,66,71
0,3,1,0,0,60,0,1,78,80,67,56,43
1,2,7,1,0,120,0,0,44,76,59,31,54
1,2,6,0,0,60,0,1,89,94,73,84,88
1,3,0,0,0,120,0,1,100,81,86,77,86
1,3,3,0,0,120,0,0,56,56,62,54,52
1,2,7,0,0,30,0,1,89,92,68,94,85
1,3,0,0,0,120,0,1,100,92,96,94,100
1,1,7,0,0,150,0,1,64,62,57,42,50
0,3,0,0,0,120,0,1,100,64,69,71,58
1,2,9,0,0,180,0,1,89,100,97,99,63
1,1,3,0,0,120,0,0,78,78,89,88,79
1,3,4,0,0,90,0,1,89,94,97,81,96
1,3,8,1,0,120,0,1,78,98,100,82,90
0,4,1,1,0,30,0,1,100,94,97,89,88
1,2,8,1,0,60,0,1,100,100,100,100,100
1,3,9,0,0,60,0,1,67,78,78,52,64
1,3,0,0,0,120,0,1,89,88,90,94,90
1,1,9,0,0,120,0,0,65,85,58,85,63
0,2,6,1,0,60,0,1,89,94,100,97,96
0,3,0,0,0,120,0,1,100,100,83,82,67
1,2,1,0,0,90,0,1,100,94,92,93,96
1,1,5,0,0,30,0,1,56,82,91,92,75
1,3,7,0,0,90,0,0,78,86,76,86,50
1,1,7,0,0,110,0,1,100,100,100,99,100
1,3,6,0,0,120,0,0,78,88,89,72,58
1,1,2,0,0,90,0,0,92,68,80,83,93
1,2,3,1,0,30,0,1,67,92,81,88,100
0,3,4,1,0,90,0,1,89,92,93,88,92
1,3,3,0,0,150,0,0,70,80,50,32,31
0,1,3,0,0,120,0,1,78,62,54,36,56
1,3,8,0,0,60,0,1,89,88,93,89,71
1,3,1,0,0,120,1,1,100,50,50,31,72
1,3,9,0,0,60,0,1,100,98,89,76,71
1,3,4,0,0,120,0,1,56,82,63,77,61
0,3,8,0,0,120,0,1,100,100,100,97,96
0,3,3,1,0,60,0,0,78,42,70,35,38
1,3,6,0,0,120,0,1,89,75,82,83,83
0,1,8,1,0,60,0,1,67,84,69,74,79
1,3,3,0,0,60,0,1,78,80,69,31,67
1,3,8,0,0,60,0,1,78,88,98,74,96
0,3,3,0,0,60,0,1,44,92,75,66,81
1,3,8,0,0,120,0,1,56,74,78,54,56
0,4,9,1,0,120,0,1,89,91,85,79,75
1,3,4,0,0,60,0,1,89,72,83,74,53
0,3,2,0,0,90,0,0,67,90,89,81,94
1,1,2,1,0,60,0,1,100,100,100,99,100
1,3,9,0,0,120,0,0,67,70,80,59,60
1,3,9,0,0,60,0,1,89,88,81,74,85
1,3,8,0,0,60,0,1,100,92,94,93,98
1,3,7,1,0,90,0,0,89,74,100,80,88
1,3,5,0,0,90,0,1,100,92,86,58,83
1,3,7,0,0,60,0,1,89,96,100,84,86
0,0,0,0,0,90,0,1,100,68,76,48,77
1,3,1,1,0,120,0,0,33,64,65,72,88
1,4,9,1,0,75,0,0,56,74,81,42,42
1,3,4,0,0,90,0,1,100,94,81,75,84
1,2,4,0,0,60,0,1,56,92,94,69,72
1,1,2,0,0,60,0,0,56,66,87,31,34
0,3,3,0,0,150,0,0,56,36,36,62,40
0,2,1,0,0,90,0,1,89,92,100,81,92
1,1,0,0,0,120,0,0,80,82,81,82,63
0,3,4,1,0,120,0,1,67,73,37,56,39
1,1,3,0,0,120,0,1,89,88,93,83,60
0,3,7,0,0,60,0,1,100,98,100,99,98
1,3,0,0,0,60,0,1,78,84,87,93,75
0,3,1,0,0,120,0,1,100,84,94,81,86
1,2,5,2,0,120,0,1,100,100,100,99,100
1,3,8,0,0,90,0,1,100,98,100,97,96
1,3,1,0,0,60,0,1,78,78,80,59,60
1,3,8,0,0,90,0,0,67,64,71,22,42
0,3,0,0,0,120,0,1,89,86,89,87,94
1,2,5,0,0,30,0,1,78,70,77,71,85
1,3,3,0,0,120,0,1,78,94,80,97,64
1,2,4,0,0,120,0,1,100,98,100,98,100
1,1,1,0,0,120,0,0,82,82,71,40,45
0,2,0,1,0,120,0,1,100,94,76,69,79
0,2,0,1,0,90,0,1,89,98,94,98,100
1,3,0,1,0,120,0,1,100,98,97,89,98
0,3,3,0,0,120,0,1,100,80,62,72,31
0,0,7,0,0,60,0,1,100,79,82,88,73
0,2,2,1,0,30,0,1,100,88,100,95,96
0,3,1,1,0,90,0,0,78,94,89,83,63
1,3,6,0,0,120,1,1,89,70,93,87,100
1,3,6,0,0,120,0,1,100,80,47,75,100
0,4,5,0,0,90,0,1,100,88,91,83,90
1,2,6,0,0,30,0,1,78,98,100,89,100
1,3,3,0,0,150,0,1,56,66,76,49,63
1,1,6,0,0,120,0,1,89,96,100,97,92
1,2,7,1,0,150,0,1,89,94,92,90,81
1,3,6,1,0,60,0,1,67,98,76,79,65
0,3,5,0,0,120,0,1,89,82,98,86,79
0,3,8,1,0,30,0,1,89,100,98,97,92
1,1,7,0,0,60,0,1,78,84,61,48,53
1,3,4,0,0,120,0,1,100,98,81,52,67
1,3,6,0,0,120,0,1,89,94,94,72,84
1,2,2,0,0,30,0,1,78,74,86,22,48
1,2,6,1,0,60,0,1,100,100,93,93,92
0,3,1,0,0,210,0,0,78,60,83,59,28
1,2,0,0,0,120,0,0,22,90,71,36,60
1,3,8,0,0,120,0,1,100,98,83,88,92
1,3,9,0,0,150,0,1,100,78,90,60,58
0,2,6,2,0,90,0,1,57,62,72,52,51
1,3,6,0,0,120,0,1,78,80,87,86,87
0,0,9,0,0,120,0,1,100,84,89,57,94
0,2,4,0,0,60,0,1,56,92,98,88,75
1,3,5,0,0,60,0,1,89,80,72,65,33
1,2,3,0,0,120,0,1,89,92,78,77,73
1,2,7,1,0,60,0,1,78,94,100,94,83
1,1,7,0,0,90,0,1,100,100,96,96,88
1,1,0,1,0,30,0,0,89,86,81,85,85
1,1,3,1,0,60,0,0,78,62,56,49,52
0,3,4,0,0,90,0,1,100,96,96,97,92
0,1,2,0,0,60,0,1,89,52,89,76,76
1,2,6,1,0,90,0,1,89,92,89,78,73
1,1,0,0,0,150,0,1,65,70,65,63,52
1,2,7,0,0,60,0,1,78,90,98,95,84
0,1,6,1,0,120,0,1,89,94,95,100,94
1,2,9,0,0,90,0,1,100,92,89,94,96
1,3,1,0,0,120,0,1,89,84,94,91,83
0,3,5,1,0,60,0,1,100,94,100,90,94
0,3,1,0,0,150,0,1,89,96,100,84,85
1,2,4,0,0,120,0,1,89,58,71,58,72
1,2,5,1,0,60,0,1,100,98,100,94,92
1,3,7,0,0,60,0,1,100,86,94,88,100
1,1,8,1,0,180,0,0,82,94,80,50,62
0,3,0,0,0,120,0,1,100,100,98,96,96
1,3,9,1,0,60,0,0,78,84,67,81,60
1,1,5,0,0,120,0,1,44,87,82,40,53
1,2,4,0,0,120,0,1,67,96,85,83,94
0,1,2,0,0,120,1,1,78,96,91,73,75
1,2,3,0,0,60,0,0,89,92,44,84,58
1,3,9,0,0,120,0,1,100,66,89,72,75
1,2,3,1,0,60,0,0,89,92,98,96,92
0,3,2,0,0,90,0,1,100,50,81,0,69
1,1,7,0,0,120,0,1,78,88,69,58,56
1,3,1,0,0,150,0,1,100,98,100,97,100
0,1,1,0,0,60,0,1,89,94,94,99,83
1,3,8,0,0,30,0,1,67,68,78,69,56
1,1,1,0,0,150,0,1,100,94,100,96,98
1,1,3,0,0,30,0,1,100,90,83,92,96
1,2,3,1,0,60,0,1,89,96,89,94,96
1,3,9,0,0,120,0,1,100,100,85,88,88
0,3,2,0,0,120,1,1,100,94,87,81,85
1,3,3,1,0,120,1,1,100,100,100,98,100
1,1,3,0,0,90,1,0,67,32,26,23,41
0,2,9,0,0,60,0,1,100,94,100,97,100
1,3,3,1,0,60,0,1,56,86,78,73,65
1,2,4,1,0,90,0,1,100,86,94,95,64
1,3,3,0,0,60,0,1,100,68,93,65,81
1,2,2,0,0,60,0,1,100,94,96,100,98
0,1,1,0,0,120,0,0,89,60,68,54,27
1,2,4,0,0,60,0,1,78,92,77,91,81
0,3,3,1,0,30,0,1,100,92,100,95,100
0,1,1,0,0,120,0,1,89,86,76,37,21
1,2,2,0,0,60,0,1,89,90,98,76,83
1,3,1,0,0,120,0,1,89,72,45,49,69
0,3,9,0,0,90,0,1,89,98,83,91,94
1,3,8,0,0,120,0,1,56,58,75,39,63
1,3,2,1,0,120,0,1,78,90,90,72,77
0,2,9,0,0,30,0,0,67,94,83,75,43
1,1,8,0,0,60,0,0,100,58,80,31,54
